Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,Latitude,Longitude
141334,ST JOSEPH MEMORIAL HOSPITAL,2 SOUTH HOSPITAL DRIVE,MURPHYSBORO,IL,62966,JACKSON,(618) 684-3156,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,3,0,3,0,,8,1,0,1,0,,11,6,0,5,1,,8,Not Available,5,12,6,,37.7740144,-89.32482533680671
141335,MERCY HARVARD HOSPITAL,901 S GRANT STREET,HARVARD,IL,60033,MC HENRY,(815) 943-5431,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,3,1,,8,Not Available,5,12,4,,42.4202694,-88.607446
141336,ST JOSEPH'S HOSPITAL,12866 TROXLER AVENUE,HIGHLAND,IL,62249,MADISON,(618) 651-2600,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,7,1,6,0,,8,8,,12,2,,38.7552607,-89.6689535463741
141337,OSF SAINT CLARE MEDICAL CENTER,530 PARK AVENUE EAST,PRINCETON,IL,61356,BUREAU,(815) 875-2811,Critical Access Hospitals,Government - Local,Yes,,3,,7,3,0,3,0,,8,1,0,1,0,,11,7,1,5,1,,8,8,,12,3,,41.367916,-89.456626
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,RANDOLPH,(618) 826-4581,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,3,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,4,1,,8,8,,12,4,,37.91748165,-89.81341866683826
141339,TAYLORVILLE MEMORIAL HOSPITAL,201 EAST PLEASANT STREET,TAYLORVILLE,IL,62568,CHRISTIAN,(217) 824-3331,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,3,0,3,0,,8,2,0,1,1,,11,6,0,5,1,,8,8,,12,3,,39.554803500000006,-89.29400832974662
141340,VALLEY WEST COMMUNITY HOSPITAL,1301 NORTH MAIN STREET,SANDWICH,IL,60548,DE KALB,(815) 786-8484,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,6,0,6,0,,8,8,,12,6,,41.657486999999996,-88.621826
141341,PANA COMMUNITY HOSPITAL,101 E NINTH STREET,PANA,IL,62557,CHRISTIAN,(217) 562-2131,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5,12,2,,39.405932,-89.082059
141342,ANNA HOSPITAL CORPORATION D/B/A UNION COUNTY HOSPITAL,517 NORTH MAIN STREET,ANNA,IL,62906,UNION,(618) 833-4511,Critical Access Hospitals,Proprietary,Yes,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,5,0,,8,Not Available,5,12,6,,37.464245,-89.246435
141343,CRAWFORD MEMORIAL HOSPITAL,1000 NORTH ALLEN STREET,ROBINSON,IL,62454,CRAWFORD,(618) 544-3131,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,5,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,8,,12,5,,39.01491155,-87.75070269473517
141344,LAWRENCE COUNTY MEMORIAL HOSPITAL,2200 STATE ST,LAWRENCEVILLE,IL,62439,LAWRENCE,(618) 943-1000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5,12,Not Available,5,38.7283958,-87.69421029010746
141345,SALEM TOWNSHIP HOSPITAL,1201 RICKER DRIVE,SALEM,IL,62881,MARION,(618) 548-3194,Critical Access Hospitals,Government - Local,Yes,Y,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,6,0,6,0,,8,8,,12,2,,38.64161025,-88.9484121826998
141346,FAYETTE COUNTY HOSPITAL,7TH AND TAYLOR,VANDALIA,IL,62471,FAYETTE,(618) 283-1231,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,Not Available,16,7,3,0,3,0,,8,1,0,1,0,,11,5,0,5,0,,8,Not Available,5,12,1,,41.921778,-88.749086
141347,CARLINVILLE AREA HOSPITAL,20733 N BROAD STREET,CARLINVILLE,IL,62626,MACOUPIN,(217) 854-3141,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5,12,3,,39.2995696,-89.8829566876287
141348,RED BUD REGIONAL HOSPITAL,325 SPRING STREET,RED BUD,IL,62278,RANDOLPH,(618) 282-3831,Critical Access Hospitals,Proprietary,Yes,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,5,0,5,0,,8,8,,12,6,,38.209592549999996,-89.99749051369642
141349,SPARTA COMMUNITY HOSPITAL,818 E BROADWAY,SPARTA,IL,62286,RANDOLPH,(618) 443-2177,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,1,4,0,,8,Not Available,5,12,3,,38.123864,-89.696072
141350,ST FRANCIS HOSPITAL,1215 FRANCISCAN DR,LITCHFIELD,IL,62056,MONTGOMERY,(217) 324-2191,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,5,,7,4,0,4,0,,8,1,0,1,0,,11,9,0,9,0,,8,8,,12,3,,39.181054,-89.63860565825254
141351,CLAY COUNTY HOSPITAL,911 STACY BURK DR,FLORA,IL,62839,CLAY,(618) 662-2131,Critical Access Hospitals,Government - Local,Yes,,3,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,6,0,6,0,,8,Not Available,5,12,3,,38.668372,-88.484766
143300,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,"225 E CHICAGO AVE, BOX 140",CHICAGO,IL,60611,COOK,(312) 227-4000,Childrens,Voluntary non-profit - Private,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.87897,-87.66063
143301,LARABIDA CHILDRENS HOSPITAL I,E 65TH ST AT LAKE MICHIGAN,CHICAGO,IL,60649,COOK,(773) 363-6700,Childrens,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.885446,-87.625547
143302,SHRINERS HOSPITAL FOR CHILDREN,2211 NORTH OAK PARK AVE,CHICAGO,IL,60707,COOK,(773) 622-5400,Childrens,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.92001975,-87.79330217270095
144009,"AERIES HEALTHCARE OF ILLINOIS, INC., DBA RIVEREDGE HOSPITAL",8311 WEST ROOSEVELT ROAD,FOREST PARK,IL,60130,COOK,(708) 771-7000,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.865497,-87.828726
144010,CHICAGO READ MENTAL HEALTH CENTER,4200 N OAK PARK AVE,CHICAGO,IL,60634,COOK,(773) 794-4000,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.95541455,-87.79998391280549
144016,ALTON MENTAL HEALTH CENTER,4500 COLLEGE AVENUE,ALTON,IL,62002,MADISON,(618) 474-3800,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,38.9108808,-90.1156632
144021,ANDREW MCFARLAND MENTAL HLTH CTR,901 SOUTHWIND RD,SPRINGFIELD,IL,62703,SANGAMON,(217) 786-6900,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,39.728385,-89.642287
144026,HARTGROVE HOSPITAL,5730 W ROOSEVELT ROAD,CHICAGO,IL,60644,COOK,(773) 413-1700,Psychiatric,Proprietary,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.86638225,-87.76748709452981
144028,MADDEN MENTAL HEALTH CENTER,1200 S FIRST AVE,HINES,IL,60141,COOK,(708) 531-7202,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.85364,-87.8395
144029,THE PAVILION,809 W CHURCH ST,CHAMPAIGN,IL,61820,CHAMPAIGN,(217) 373-1700,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.1177529,-88.25731552204769
144031,ALEXIAN BROTHERS BEHAVIORAL HLTH HOSP,1650 MOON LAKE BLVD,HOFFMAN ESTATES,IL,60169,COOK,(847) 882-1600,Psychiatric,Voluntary non-profit - Church,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.054004899999995,-88.13752470983059
144034,BHC STREAMWOOD HOSPITAL INC,1400 E IRVING PARK ROAD,STREAMWOOD,IL,60107,COOK,(630) 837-9000,Psychiatric,Proprietary,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.00896435,-88.1505955508341
144035,LINDEN OAKS AT EDWARD,852 S WEST STREET,NAPERVILLE,IL,60540,DU PAGE,(630) 305-5500,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.7610670831537,-88.15790450673671
144037,ELGIN MENTAL HEALTH CENTER,750 S STATE ST,ELGIN,IL,60123,KANE,(847) 742-1040,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.01770795,-88.28878040866869
144038,CHOATE MENTAL HEALTH & DEVELOPMENT CTR,1000 N MAIN ST,ANNA,IL,62906,UNION,(618) 833-5161,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,37.478939,-89.242306
144039,GARFIELD PARK HOSPITAL,520 N RIDGEWAY AVE,CHICAGO,IL,60624,COOK,(773) 265-3700,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.890915899999996,-87.72018865201271
144040,CHICAGO BEHAVIORAL HOSPITAL,555 WILSON LANE,DES PLAINES,IL,60016,COOK,(847) 768-5430,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.0440965,-87.8792466
144041,SILVER OAKS BEHAVIORAL HOSPITAL,1004 PAWLAK PARKWAY,NEW LENOX,IL,60451,WILL,(212) 243-5565,Psychiatric,Proprietary,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.5454078,-87.9870789
144042,LAKE BEHAVIORAL HOSPITAL,2615 W WASHINGTON ST,WAUKEGAN,IL,60085,LAKE,(847) 249-3900,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.3657,-87.850166
150001,JOHNSON MEMORIAL HOSPITAL,1125 W JEFFERSON ST,FRANKLIN,IN,46131,JOHNSON,(317) 736-3300,Acute Care Hospitals,Government - Local,Yes,Y,4,,7,4,0,4,0,,8,3,0,3,0,,11,7,1,6,0,,8,8,,12,5,,39.4795986,-86.07711235759359
150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,LAKE,(219) 886-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,0,6,0,,8,7,2,5,0,,11,8,0,5,3,,8,8,,12,9,,41.5998963,-87.35817424692293
150004,FRANCISCAN HEALTH HAMMOND,5454 HOHMAN AVE,HAMMOND,IN,46320,LAKE,(219) 932-2300,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1,,7,6,0,6,0,,8,6,0,5,1,,11,9,0,5,4,,8,8,,12,5,,41.614556,-87.52359188907334
150005,HENDRICKS REGIONAL HEALTH,1000 E MAIN ST,DANVILLE,IN,46122,HENDRICKS,(317) 745-4451,Acute Care Hospitals,Government - Local,Yes,Y,4,,7,6,0,6,0,,8,8,0,8,0,,11,10,1,9,0,,8,8,,12,10,,39.7626756,-86.50266751478205
150006,NORTHWEST HEALTH-LA PORTE,1331 STATE STREET,LA PORTE,IN,46350,LA PORTE,(219) 326-1234,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,6,0,6,0,,8,5,0,5,0,,11,8,0,8,0,,8,8,,12,9,,41.60927705,-86.72898471923848
150007,COMMUNITY HOWARD REGIONAL HEALTH INC.,3500 S LAFOUNTAIN ST,KOKOMO,IN,46902,HOWARD,(765) 776-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,5,0,5,0,,8,5,1,4,0,,11,10,0,10,0,,8,8,,12,9,,40.44719395,-86.1242088668685
150008,ST CATHERINE HOSPITAL INC,4321 FIR STREET,EAST CHICAGO,IN,46312,LAKE,(219) 392-7004,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,5,1,4,0,,8,7,1,6,0,,11,9,0,9,0,,8,8,,12,8,,41.63621225,-87.44908425995257
150009,CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVE,JEFFERSONVILLE,IN,47130,CLARK,(812) 283-2147,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,,7,6,0,6,0,,8,7,0,7,0,,11,8,0,8,0,,8,8,,12,8,,38.281978,-85.74935233823837
150010,ASCENSION ST VINCENT KOKOMO,1907 W SYCAMORE ST,KOKOMO,IN,46904,HOWARD,(765) 452-5611,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,7,5,0,4,1,,8,4,0,4,0,,11,10,1,9,0,,8,8,,12,5,,40.485407,-86.157377
150011,MARION GENERAL HOSPITAL,441 N WABASH AVE,MARION,IN,46952,GRANT,(765) 660-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,5,0,5,0,,8,5,0,5,0,,11,10,0,10,0,,8,8,,12,9,,40.5648777,-85.66550511225951
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,IN,46545,ST. JOSEPH,(574) 335-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,7,2,5,0,,11,11,0,11,0,,8,8,,12,6,,41.70669515,-86.17383227226665
150015,FRANCISCAN HEALTH MICHIGAN CITY,301 WEST HOMER,MICHIGAN CITY,IN,46360,LA PORTE,(219) 879-8511,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,7,6,0,6,0,,8,7,0,7,0,,11,10,0,9,1,,8,8,,12,9,,41.7064321,-86.9010806424313
150017,LUTHERAN HOSPITAL OF INDIANA,7910 W JEFFERSON BLVD,FORT WAYNE,IN,46804,ALLEN,(260) 435-7001,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,6,1,,8,6,2,4,0,,11,10,0,10,0,,8,8,,12,9,,41.0382596,-85.2501954
150018,ELKHART GENERAL HOSPITAL,600 E BLVD,ELKHART,IN,46514,ELKHART,(574) 294-2621,Acute Care Hospitals,Government - Local,Yes,Y,4,,7,7,0,7,0,,8,7,1,6,0,,11,11,0,11,0,,8,8,,12,5,,41.6788543,-85.99345506913818
150021,PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,IN,46845,ALLEN,(260) 266-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,8,2,6,0,,11,11,0,10,1,,8,8,,12,7,,41.185957,-85.1019355
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,1710 LAFAYETTE RD,CRAWFORDSVILLE,IN,47933,MONTGOMERY,(765) 362-2800,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,7,4,0,4,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,6,,40.065999,-86.905568
150023,UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,IN,47804,VIGO,(812) 238-7606,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,7,3,4,0,,11,11,0,9,2,,8,8,,12,10,,39.467566,-87.383705
150024,ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,IN,46202,MARION,(317) 880-4818,Acute Care Hospitals,Government - Local,Yes,Y,3,,7,6,0,6,0,,8,8,1,6,1,,11,10,0,9,1,,8,8,,12,5,,39.77820945,-86.18436603942047
150026,GOSHEN HOSPITAL,200 HIGH PARK AVE,GOSHEN,IN,46526,ELKHART,(574) 364-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,0,5,1,,8,8,1,6,1,,11,10,2,8,0,,8,8,,12,9,,41.5636757,-85.8289417
150029,ST JOSEPH REGIONAL MEDICAL CENTER MISHAWAKA CAMPUS,215 WEST  FOURTH ST,MISHAWAKA,IN,46544,ST. JOSEPH,(574) 259-2431,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,Not Available,5,41.665417,-86.171818
150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,IN,47362,HENRY,(765) 521-0890,Acute Care Hospitals,Government - Local,Yes,Y,5,,7,4,0,4,0,,8,4,1,3,0,,11,7,2,5,0,,8,8,,12,7,,39.9434594,-85.3628130827862
150034,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,IN,46342,LAKE,(219) 942-0551,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,8,3,5,0,,11,11,0,7,4,,8,8,,12,10,,41.51249095,-87.26361688646196
150035,NORTHWEST HEALTH - PORTER,85 EAST US HWY 6,VALPARAISO,IN,46383,PORTER,(219) 983-8300,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,6,1,,8,7,2,5,0,,11,11,0,9,2,,8,8,,12,8,,41.552391,-87.050246
150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST,GREENFIELD,IN,46140,HANCOCK,(317) 462-5544,Acute Care Hospitals,Government - Local,Yes,Y,4,,7,5,0,5,0,,8,3,1,2,0,,11,10,0,10,0,,8,8,,12,7,,39.79473585,-85.76743396214428
150042,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,VINCENNES,IN,47591,KNOX,(812) 882-5220,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,,7,6,0,5,1,,8,7,0,7,0,,11,10,0,10,0,,8,8,,12,5,,38.6724281,-87.5335798
150044,BAPTIST HEALTH FLOYD,1850 STATE ST,NEW ALBANY,IN,47150,FLOYD,(812) 944-7701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,6,1,,8,7,1,6,0,,11,9,1,8,0,,8,8,,12,7,,38.3012356,-85.83365108563402
150045,PARKVIEW DEKALB HOSPITAL,1316 E SEVENTH ST,AUBURN,IN,46706,DE KALB,(260) 925-4600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,4,0,4,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,4,,41.369028,-85.035716
150046,TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,IN,47802,VIGO,(812) 232-0021,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,7,0,7,0,,8,5,0,5,0,,11,11,0,10,1,,8,8,,12,8,,39.467566,-87.383705
150047,"ST JOSEPH HEALTH SYSTEM, LLC",702 VAN BUREN STREET,FORT WAYNE,IN,46802,ALLEN,(260) 425-3000,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,4,0,4,0,,8,4,1,3,0,,11,6,0,5,1,,8,8,,12,6,,41.07854493877551,-85.1502516122449
150048,REID HEALTH,1100 REID PKWY,RICHMOND,IN,47374,WAYNE,(765) 983-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,6,1,,8,8,2,5,1,,11,11,2,8,1,,8,8,,12,10,,39.8644246,-84.88474559652563
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,2651 EAST DISCOVERY PARKWAY,BLOOMINGTON,IN,47408,MONROE,(812) 353-5252,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,6,1,,8,8,2,6,0,,11,11,2,9,0,,8,8,,12,9,,39.17734595,-86.50347640630861
150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202,MARION,(317) 962-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,7,0,,8,8,3,5,0,,11,11,0,10,1,,8,8,,12,10,,39.78967,-86.163897
150057,FRANCISCAN HEALTH MOORESVILLE,1201 HADLEY RD,MOORESVILLE,IN,46158,MORGAN,(317) 831-1160,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,7,3,0,3,0,,8,4,0,4,0,,11,8,0,8,0,,8,8,,12,9,,39.6071477,-86.35571359811001
150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,IN,46601,ST. JOSEPH,(574) 647-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,6,1,,8,8,3,5,0,,11,11,1,8,2,,8,8,,12,7,,41.684084,-86.25135591026358
150059,RIVERVIEW HEALTH,395 WESTFIELD RD,NOBLESVILLE,IN,46060,HAMILTON,(317) 773-0760,Acute Care Hospitals,Government - Local,Yes,Y,3,,7,6,0,5,1,,8,5,1,4,0,,11,10,0,10,0,,8,8,,12,9,,40.045514049999994,-86.0230469265588
150061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST,WASHINGTON,IN,47501,DAVIESS,(812) 254-2760,Acute Care Hospitals,Government - Local,Yes,Y,3,,7,4,0,4,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,7,,38.65937665,-87.15976061477349
150065,SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,IN,47274,JACKSON,(812) 522-2349,Acute Care Hospitals,Government - Local,Yes,Y,5,,7,4,0,3,1,,8,6,1,5,0,,11,9,1,8,0,,8,8,,12,9,,38.9551568,-85.89181350961489
150069,KING'S DAUGHTERS' HEALTH,1373 EAST SR 62,MADISON,IN,47250,JEFFERSON,(812) 801-0105,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,4,0,4,0,,8,4,0,4,0,,11,9,0,9,0,,8,8,,12,9,,38.779703,-85.378167
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,Yes,Y,2,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,2,,40.763278,-86.3621671116336
150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,46219,MARION,(317) 355-5411,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,5,2,,8,7,1,6,0,,11,11,1,10,0,,8,8,,12,10,,39.786264349999996,-86.07562054979486
150075,BLUFFTON REGIONAL MEDICAL CENTER,303 S MAIN ST,BLUFFTON,IN,46714,WELLS,(260) 824-3210,Acute Care Hospitals,Proprietary,Yes,Y,4,,7,3,0,3,0,,8,3,0,3,0,,11,7,1,6,0,,8,8,,12,6,,40.7374197,-85.17083680105787
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,PLYMOUTH,IN,46563,MARSHALL,(574) 948-4000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,7,5,0,5,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,5,,41.33367275,-86.33130744171726
